target_id	length	eff_length	est_counts	tpm
AT5G55950.3	1822	1623	0	0
AT5G55950.4	1485	1286	0	0
AT5G55950.2	1823	1624	0	0
AT5G52390.1	1259	1060	531	48.0541
AT3G20900.1	207	19.5103	0	0
AT1G55990.1	420	221	51.9827	22.5636
AT1G60570.1	1146	947	0	0
AT5G59250.1	2021	1822	13	0.684442
AT3G58380.1	1276	1077	2	0.178138
AT3G20590.1	1083	884	0	0
AT3G61826.1	93	4.05064	0	0
AT4G37340.1	1764	1565	9	0.551658
ATCG01090.1	519	320	30	8.99317
AT1G68907.1	370	171	0	0
AT3G56740.1	1416	1217	146	11.5081
AT2G37580.1	1144	945	36	3.65437
AT2G47450.1	1815	1616	2	0.118722
AT4G19520.1	5463	5264	341.022	6.21453
AT4G19520.4	5700	5501	5456.54	95.1518
AT4G19520.2	5688	5489	876.538	15.3186
AT4G19520.3	5480	5281	3.03448e-05	5.512e-07
AT4G19520.5	5711	5512	317.903	5.53257
AT4G11547.2	484	285	11	3.70245
AT4G11547.1	720	521	0	0
AT2G37320.1	1713	1514	29	1.83744
AT1G66030.1	610	411	0	0
AT4G19270.1	426	227	0	0
AT2G23780.1	1425	1226	34.8139	2.72398
AT2G23780.2	1874	1675	546.493	31.2976
AT2G23780.3	1325	1126	410.693	34.9881
AT1G27170.1	4720	4521	1206.35	25.5965
AT1G27170.2	4537	4338	50.2653	1.11153
AT3G09120.1	1625	1426	9	0.605431
AT1G04700.2	3819	3620	16.46	0.436178
AT1G04700.3	3260	3061	3.68126	0.115365
AT1G04700.1	4082	3883	24.8587	0.614119
AT5G45630.1	847	648	4337	642.031
AT1G67050.1	1320	1121	1259	107.736
AT5G35370.1	2839	2640	2617	95.0914
AT2G36550.1	720	521	0	0
AT3G17400.1	558	359	20	5.34413
AT2G45050.1	1338	1139	2	0.168441
AT3G18282.1	602	403	0	0
AT1G76220.1	1045	846	9	1.0205
AT1G56400.2	1395	1196	0	0
AT1G56400.1	1440	1241	0	0
AT5G52450.1	1832	1633	36	2.11474
AT1G78040.2	788	589	826.4	134.591
AT1G78040.3	1168	969	426.693	42.2408
AT1G78040.1	1897	1698	20.8657	1.17879
AT1G49170.1	907	708	43	5.82608
AT5G54390.1	1665	1466	100	6.54346
AT4G18640.1	2997	2798	11	0.377126
AT1G31540.2	4359	4160	763.843	17.6138
AT1G31540.1	4886	4687	0	0
AT1G31540.3	2932	2733	0	0
AT5G26130.1	501	302	0	0
AT2G16910.1	1893	1694	12	0.679531
AT2G17430.1	1783	1584	76	4.60256
AT3G55060.1	2957	2758	17.7895	0.618743
AT3G55060.2	3136	2937	0	0
AT3G55060.3	3223	3024	68.2105	2.16377
AT5G45200.2	3568	3369	0	0
AT5G45200.3	3010	2811	1	0.0341256
AT5G45200.1	4236	4037	0	0
AT5G26717.1	440	241	0	0
AT4G00210.1	1068	869	27	2.98047
AT3G52830.1	261	62.0706	0	0
AT1G29420.1	622	423	2	0.453556
AT1G29420.2	723	524	0	0
AT5G45590.1	1099	900	37	3.94367
AT3G56790.1	679	480	118	23.5821
AT3G51920.1	1027	828	9914	1148.58
AT1G64840.1	1785	1586	306	18.508
AT1G62030.1	2587	2388	0	0
AT5G48945.1	401	202	0	0
AT1G60095.1	2106	1907	0	0
AT1G60095.2	1785	1586	0	0
AT1G21230.1	2418	2219	0	0
AT5G20970.1	1082	883	5.86647	0.63732
AT1G21660.1	2264	2065	460	21.3688
AT1G65320.1	1920	1721	115	6.41
AT5G49650.1	2883	2684	26.84	0.959271
AT5G49650.2	1983	1784	57.16	3.07354
AT2G03730.1	1881	1682	695.634	39.6731
AT2G03730.2	2014	1815	70.3664	3.71903
AT4G21210.2	1343	1144	15.6667	1.31369
AT4G21210.1	1607	1408	5.33333	0.36336
AT5G05400.3	3109	2910	25.2054	0.830886
AT5G05400.2	3112	2913	7.79463	0.256683
AT5G05400.1	3042	2843	0	0
AT1G50570.1	1601	1402	47.3888	3.24242
AT1G50570.2	1809	1610	173.611	10.3441
AT1G33850.1	213	22.4695	0	0
AT1G47870.2	1583	1384	74.8	5.1845
AT1G47870.1	1683	1484	74.2	4.79636
AT4G36510.1	268	69.0226	12	16.6775
AT4G13990.1	2517	2318	0	0
AT4G13990.2	1892	1693	12	0.679932
AT1G47680.1	315	116	0	0
AT4G32000.4	1661	1462	9.05915	0.594404
AT4G32000.1	1738	1539	0	0
AT4G32000.3	1867	1668	0	0
AT4G32000.2	1741	1542	31.9408	1.98703
AT3G43990.1	1149	950	0	0
AT1G48850.2	1692	1493	1.53487e-05	9.86174e-07
AT1G48850.3	1692	1493	1.13523e-08	7.29402e-10
AT1G48850.1	1758	1559	508.655	31.2982
AT2G27320.1	1273	1074	177	15.8092
AT1G70440.1	1230	1031	182.999	17.0268
AT1G70440.2	1034	835	0.000522582	6.00357e-05
AT3G04400.1	927	728	195.218	25.7235
AT3G04400.2	748	549	171.782	30.0156
AT4G31860.3	1164	965	65.025	6.4639
AT4G31860.1	1596	1397	984.724	67.6176
AT4G31860.2	1624	1425	47.251	3.18081
AT4G11640.1	1410	1211	46	3.6438
AT4G04960.2	2300	2101	77.4006	3.53394
AT4G04960.1	2481	2282	4519.6	189.988
AT3G19320.1	1687	1488	1	0.0644671
AT4G39120.1	1041	842	0	0
AT4G39120.2	1409	1210	55	4.36032
AT4G13195.1	1470	1271	20	1.50947
AT3G11660.1	1349	1150	36	3.00294
AT1G65150.1	1312	1113	5	0.430939
AT1G65150.2	1359	1160	0	0
AT1G72800.1	1412	1213	644.709	50.9852
AT5G42990.1	789	590	167.792	27.2809
AT3G18030.1	1210	1011	72	6.8316
AT1G09000.1	2286	2087	107	4.91816
AT1G09000.2	1955	1756	0	0
AT4G37810.1	897	698	5	0.687157
AT1G36160.1	7392	7193	126.641	1.6889
AT1G36160.2	7428	7229	724.848	9.61856
AT4G00234.1	792	593	0	0
AT1G02145.2	1361	1162	19.9074	1.64343
AT1G02145.4	1724	1525	0	0
AT1G02145.1	1643	1444	0	0
AT1G02145.3	1655	1456	128.093	8.43925
AT3G58250.1	954	755	0	0
AT5G01040.1	2115	1916	6897.74	345.345
AT5G50790.1	1312	1113	0	0
AT1G23510.2	1056	857	0	0
AT1G23510.3	928	729	0	0
AT1G23510.1	962	763	0	0
AT2G20921.1	204	18.2087	0	0
AT5G11730.1	2142	1943	321	15.848
AT5G14670.3	953	754	0	0
AT5G14670.2	886	687	2.56343	0.357937
AT5G14670.1	618	419	1.43657	0.328892
AT5G02900.1	1443	1244	0	0
AT1G51690.5	2357	2158	80.304	3.56966
AT1G51690.3	2336	2137	0	0
AT1G51690.2	2255	2056	573.756	26.7698
AT1G51690.4	4235	4036	121.489	2.88754
AT1G51690.1	3964	3765	34.4506	0.877755
AT2G43950.2	1593	1394	8.98412	0.618236
AT2G43950.1	1411	1212	510.016	40.3666
AT3G53450.1	884	685	536	75.0612
AT5G24220.1	1362	1163	6	0.494895
AT1G50650.1	728	529	0	0
AT1G47578.1	860	661	8	1.16099
AT1G56105.1	357	158	0	0
AT2G40113.1	1137	938	581	59.4175
AT1G06490.1	6033	5834	64.3876	1.05871
AT1G06490.2	6549	6350	24.6124	0.371811
AT1G63640.4	3707	3508	0	0
AT1G63640.3	3854	3655	81.5226	2.1396
AT1G63640.5	3656	3457	0.00157789	4.37844e-05
AT1G63640.2	3585	3386	37.4758	1.06171
AT1G63640.1	3884	3685	0	0
AT1G19970.2	1309	1110	0	0
AT1G19970.1	1219	1020	102	9.59271
AT1G50110.1	1462	1263	0	0
AT1G50110.2	1255	1056	8	0.726721
AT1G21540.1	2181	1982	3	0.145197
AT1G13590.1	882	683	14	1.9663
AT5G02220.1	736	537	189	33.7621
AT3G15720.2	1420	1221	0	0
AT3G15720.3	1625	1426	0	0
AT3G15720.4	1379	1180	0	0
AT3G15720.1	1788	1589	2	0.120739
AT1G22610.1	3327	3128	463.038	14.2001
AT5G03770.1	1667	1468	46	3.00589
AT5G03770.2	1754	1555	0	0
AT5G03770.3	1775	1576	0	0
AT3G09750.1	936	737	2	0.260318
AT2G45550.1	1703	1504	16	1.0205
AT1G75110.1	1778	1579	6	0.364511
AT5G59290.4	1727	1528	0	0
AT5G59290.1	1623	1424	64.483	4.34387
AT5G59290.3	1456	1257	0	0
AT5G59290.2	1358	1159	93.517	7.74013
AT1G73110.2	1046	847	3.31015	0.374891
AT1G73110.1	1647	1448	1.68985	0.111949
AT1G36756.1	390	191	0	0
AT3G57930.2	1987	1788	19.6005	1.05158
AT3G57930.1	1431	1232	507.399	39.5076
AT2G43810.1	981	782	26.7984	3.28733
AT2G43810.3	842	643	9.85203	1.46979
AT2G43810.2	896	697	99.3496	13.6733
AT2G33990.1	1513	1314	81	5.91332
AT4G25580.1	2171	1972	515.629	25.0826
AT4G25580.2	2246	2047	10.3707	0.485996
AT1G20370.1	2076	1877	168	8.58591
AT1G55510.1	1504	1305	39	2.86679
AT4G17480.2	1739	1540	0	0
AT4G17480.4	1423	1224	0	0
AT4G17480.1	1462	1263	9	0.683566
AT4G17480.3	1562	1363	0	0
AT1G77170.1	1563	1364	182	12.7997
AT1G70660.1	840	641	250.921	37.5508
AT1G70660.2	802	603	72.6185	11.5524
AT4G37320.1	2137	1938	15	0.74247
AT5G39080.1	1775	1576	0	0
AT3G44090.1	1350	1151	0	0
AT4G17245.1	661	462	12	2.49161
AT3G53510.1	2836	2637	181	6.5843
AT5G60180.1	1261	1062	24.4186	2.20565
AT5G04853.1	177	10.528	0	0
AT5G05370.1	469	270	248	88.1108
AT2G28240.2	2126	1927	0	0
AT2G28240.1	2288	2089	229	10.5157
AT4G27595.1	4691	4492	23	0.491167
AT4G27595.2	4935	4736	0	0
AT2G17250.1	2073	1874	223	11.415
AT3G06590.1	1609	1410	17	1.15657
AT3G06590.3	2841	2642	0	0
AT3G06590.2	1761	1562	0	0
AT3G06590.4	1887	1688	0	0
AT1G51480.1	2763	2564	61.1846	2.2891
AT3G11080.1	3294	3095	924.279	28.6473
AT3G11080.2	2873	2674	0	0
AT5G48140.1	1545	1346	0	0
AT1G59359.1	1288	1089	229.796	20.2421
AT4G11870.1	361	162	3	1.77643
AT1G26921.1	258	59.1108	0	0
AT1G75870.1	1130	931	0	0
AT4G10100.2	563	364	5.93636	1.56444
AT4G10100.1	596	397	48.7825	11.7873
AT4G10100.3	599	400	38.2811	9.18049
AT4G26485.1	630	431	0	0
AT5G53390.1	1838	1639	0	0
AT5G57700.1	1370	1171	0	0
AT5G57700.3	1747	1548	0	0
AT5G57700.2	1441	1242	25.4724	1.96739
AT5G57700.4	1246	1047	0.527562	0.0483357
AT5G57700.5	1360	1161	1.18103e-07	9.75822e-09
AT3G29450.1	1569	1370	0	0
AT4G21040.1	699	500	0	0
AT3G43580.1	1623	1424	43	2.89668
AT5G20040.1	1820	1621	0	0
AT5G20040.2	1570	1371	12.6684	0.886395
AT5G20040.3	1757	1558	8.33155	0.512979
AT4G27050.1	2038	1839	101.92	5.31642
AT4G27050.4	1775	1576	40.4102	2.45967
AT4G27050.5	1867	1668	13.9789	0.803932
AT4G27050.3	1736	1537	31.6907	1.97788
AT4G27050.2	1992	1793	0	0
AT4G03630.1	663	464	0	0
AT5G61850.1	1263	1064	26	2.34408
AT5G61850.2	1378	1179	0	0
AT1G75335.1	462	263	20	7.29484
AT5G16150.3	2052	1853	41.7467	2.16117
AT5G16150.1	1880	1681	409.238	23.3534
AT5G16150.2	1965	1766	78.0149	4.23768
AT4G13940.2	1913	1714	433.15	24.242
AT4G13940.4	1466	1267	1.18168	0.0894675
AT4G13940.1	2192	1993	832.164	40.0537
AT4G13940.3	1898	1699	50.5049	2.85155
AT5G55380.1	1330	1131	32	2.71412
AT1G22830.2	2702	2503	1881.17	72.0957
AT1G22830.1	3056	2857	3076.83	103.308
AT5G27340.1	717	518	0	0
AT1G09630.1	1093	894	176	18.885
AT3G17650.2	2487	2288	109.726	4.60041
AT3G17650.1	2498	2299	198.111	8.26631
AT3G60620.2	1852	1653	0.119131	0.00691345
AT3G60620.1	1932	1733	100.881	5.58408
AT2G46370.3	1931	1732	22.4135	1.24137
AT2G46370.2	2325	2126	290.708	13.117
AT2G46370.1	2180	1981	370.878	17.9593
AT2G46370.4	2329	2130	0	0
AT1G17280.4	1445	1246	4.61997	0.355682
AT1G17280.8	1416	1217	0	0
AT1G17280.1	1352	1153	0	0
AT1G17280.3	1556	1357	34.1508	2.41414
AT1G17280.5	1427	1228	0	0
AT1G17280.2	1047	848	0	0
AT1G17280.6	1919	1720	0	0
AT1G17280.7	1535	1336	29.8054	2.14008
AT1G17280.9	1167	968	358.424	35.5192
AT3G16660.2	1002	803	0	0
AT3G16660.1	929	730	0	0
AT5G05730.2	2139	1940	0	0
AT5G05730.1	2117	1918	226	11.3032
AT4G37930.1	1989	1790	71	3.80493
AT5G48770.1	3733	3534	5	0.13572
AT1G02750.2	828	629	114.033	17.3908
AT1G02750.1	1103	904	834.967	88.6018
AT1G61070.1	631	432	0	0
AT4G37295.1	796	597	8	1.28546
AT3G45245.1	351	152	0	0
AT2G35630.1	6591	6392	1436.24	21.5542
AT2G35630.2	6897	6698	17.7568	0.254308
AT1G15385.1	627	428	22	4.93083
AT2G31760.1	1545	1346	0	0
AT1G12855.1	1514	1315	0	0
AT1G03520.1	2137	1938	77.1038	3.81649
AT1G03520.2	1404	1205	16.8962	1.34506
AT4G05450.2	923	724	16.4033	2.17337
AT4G05450.1	1176	977	77.2332	7.58317
AT3G02480.1	550	351	5794	1583.48
AT1G67880.1	1801	1602	1748	104.67
AT5G45080.1	1520	1321	0	0
AT4G33550.1	617	418	9	2.06542
AT4G33550.2	690	491	0	0
AT1G36580.1	875	676	1	0.141904
ATMG00510.1	1185	986	39	3.79428
AT5G19840.1	1631	1432	111.884	7.49494
AT5G19840.2	1971	1772	9.11555	0.49347
AT4G01910.1	2303	2104	31	1.41337
AT5G58140.1	6334	6135	40.2635	0.629562
AT5G58140.2	6518	6319	28.3154	0.429849
AT5G58140.5	3039	2840	49.096	1.65832
AT5G58140.7	3212	3013	0	0
AT5G58140.3	6110	5911	128.422	2.08411
AT5G58140.6	3389	3190	0	0
AT5G58140.4	2827	2628	3.8267	0.139682
AT3G24170.3	1809	1610	949.353	56.5644
AT3G24170.2	1900	1701	498.529	28.1143
AT3G24170.1	2242	2043	374.118	17.5664
AT3G05210.2	1800	1601	177.993	10.6648
AT3G05210.1	1704	1505	238.007	15.1703
AT5G35690.1	2438	2239	578	24.7637
AT3G12680.1	1916	1717	287	16.0344
AT3G01160.1	2365	2166	526	23.2953
AT1G74190.1	2908	2709	11	0.389516
AT5G28345.1	609	410	14.8733	3.47988
AT5G39460.1	1716	1517	0	0
AT1G14590.1	1444	1245	104	8.01319
AT4G11210.1	849	650	0	0
AT3G13880.1	2416	2217	31	1.34134
AT5G06650.1	782	583	0	0
AT1G80625.1	1187	988	5	0.485461
AT4G30660.2	383	184	35.5752	18.5469
AT4G30660.1	496	297	39.4248	12.7337
AT1G08300.2	2205	2006	317.407	15.1784
AT1G08300.1	2241	2042	36.5118	1.71522
AT1G08300.3	2091	1892	374.081	18.9664
AT2G38610.1	1452	1253	177.126	13.5604
AT2G38610.2	1603	1404	120.874	8.25863
AT2G02070.1	2268	2069	23	1.06637
AT2G02070.2	2713	2514	0	0
AT1G07020.1	819	620	127	19.6496
AT2G22426.1	477	278	19	6.55617
AT3G05110.1	1309	1110	3	0.259262
AT3G48520.1	1922	1723	17717	986.385
AT3G07420.2	2551	2352	0	0
AT3G07420.1	2514	2315	25	1.03593
AT3G13460.1	3087	2888	70.5508	2.3434
AT3G13460.3	2847	2648	452.163	16.3802
AT3G13460.4	2818	2619	1049.16	38.4279
AT3G13460.2	2812	2613	3.12988	0.114903
AT4G29040.1	1632	1433	970.21	64.9472
AT4G20940.1	3356	3157	4	0.121542
AT1G59760.1	3286	3087	381	11.8394
AT5G44070.2	2085	1886	80.4541	4.09212
AT5G44070.1	1815	1616	10571.5	627.536
AT2G18420.2	454	255	0	0
AT2G18420.1	565	366	0	0
AT2G17650.1	2191	1992	947	45.6039
AT2G42550.1	1035	836	0	0
AT1G72570.1	1248	1049	2	0.182892
AT4G15400.1	1677	1478	15	0.97355
AT3G10150.2	1217	1018	0	0
AT3G10150.1	1264	1065	0	0
AT1G01360.1	1179	980	176	17.2277
AT4G11630.1	1087	888	290.733	31.4068
AT5G55730.1	1755	1556	0	0
AT5G55730.2	1521	1322	7	0.507935
AT5G09280.1	894	695	4	0.552099
AT4G01395.1	2453	2254	264	11.2355
AT4G39550.1	1464	1265	57.0077	4.32299
AT5G42567.1	433	234	0	0
AT5G07110.1	929	730	481	63.2068
AT1G70400.3	910	711	0	0
AT1G70400.1	791	592	9	1.45835
AT1G70400.2	1004	805	0	0
AT1G52690.2	830	631	2919.95	443.903
AT1G52690.1	862	663	763.046	110.402
AT2G31710.1	782	583	103	16.9477
AT1G78750.1	1708	1509	0	0
AT1G78750.2	1784	1585	0	0
AT1G15720.1	1462	1263	126	9.56993
AT1G14850.1	5093	4894	1077	21.1102
AT2G41475.1	1057	858	361	40.3609
AT5G01620.3	1550	1351	28.1954	2.002
AT5G01620.1	1648	1449	59.8046	3.9592
AT5G01620.2	1742	1543	0	0
AT4G25390.2	1766	1567	164.563	10.0741
AT4G25390.1	2530	2331	3313.44	136.357
AT1G70470.1	765	566	0	0
AT1G11820.3	1714	1515	0	0
AT1G11820.2	2033	1834	63	3.29521
AT1G11820.1	1572	1373	0	0
AT1G80700.1	948	749	161.883	20.7329
AT3G62050.1	991	792	3	0.36336
AT2G47280.1	1167	968	0	0
AT2G18060.2	1580	1381	0	0
AT2G18060.1	1671	1472	0	0
AT2G18060.3	1177	978	1	0.098085
AT5G06720.1	1341	1142	3994	335.493
AT5G01020.1	1822	1623	174	10.2842
AT5G55810.1	1140	941	45.0009	4.58747
AT5G55810.3	1238	1039	0	0
AT5G55810.2	1147	948	11.9991	1.21418
AT1G60783.1	938	739	0	0
AT2G05160.3	2554	2355	22	0.896134
AT2G05160.1	2605	2406	0	0
AT2G05160.2	2709	2510	0	0
AT1G25230.2	1506	1307	0	0
AT1G25230.3	1438	1239	0	0
AT1G25230.1	1216	1017	11	1.03756
AT4G02290.1	2047	1848	15	0.778629
AT4G02290.2	2218	2019	0	0
AT4G04970.1	6083	5884	172	2.80412
AT5G64200.1	1457	1258	723.789	55.1916
AT5G64200.2	1609	1410	108.211	7.36195
AT5G10040.1	435	236	12	4.87765
AT2G43410.2	3324	3125	258.168	7.92491
AT2G43410.5	4123	3924	110.063	2.69062
AT2G43410.3	3336	3137	93.0862	2.84651
AT2G43410.4	3829	3630	52.6856	1.39228
AT2G43410.1	3195	2996	431.247	13.8078
AT2G43410.6	2833	2634	95.75	3.4871
AT3G15290.2	975	776	15.0772	1.8638
AT3G15290.1	1248	1049	253.923	23.2203
AT5G55620.1	981	782	0	0
AT2G23290.1	1527	1328	710	51.2863
AT1G43900.1	1249	1050	158	14.4347
AT3G28480.1	1357	1158	119	9.85779
AT3G28480.2	1243	1044	1.17256e-05	1.0774e-06
AT4G03120.1	1230	1031	143	13.3051
AT5G47640.1	1046	847	675	76.4472
AT5G42200.1	1005	806	117	13.9249
AT5G28463.1	1121	922	0	0
AT4G26320.1	588	389	2	0.493199
AT5G44316.1	1413	1214	19	1.50133
AT1G67840.1	2222	2023	75.6993	3.58953
AT1G67840.2	2159	1960	89.3007	4.37059
AT5G26770.2	1745	1546	134.517	8.34659
AT5G26770.1	1555	1356	380.434	26.9129
AT5G26770.4	1836	1637	8.09409	0.474308
AT5G26770.5	1814	1615	0	0
AT5G26770.3	1269	1070	41.8569	3.75253
AT5G26770.6	1444	1245	169.098	13.029
AT3G05910.1	2107	1908	129.85	6.52837
AT3G05910.2	1387	1188	38.15	3.08049
AT3G52230.1	918	719	365	48.6974
AT2G17900.1	1793	1594	47	2.82847
AT1G64660.1	1716	1517	794	50.2084
AT1G07690.5	742	543	0	0
AT1G07690.1	589	390	0	0
AT1G07690.4	601	402	0	0
AT1G07690.2	847	648	0	0
AT1G07690.3	835	636	0	0
AT2G19620.2	1394	1195	0	0
AT2G19620.1	1496	1297	199.538	14.758
AT2G19620.3	1080	881	5.46154	0.594676
AT1G47920.1	1201	1002	3	0.287207
AT3G07710.1	438	239	0	0
AT1G23680.1	399	200	0	0
AT2G18290.1	1028	829	29	3.35571
AT3G66656.1	537	338	2	0.567616
AT1G18450.1	1721	1522	316	19.9165
AT4G31115.1	1109	910	43	4.53282
AT4G31115.2	1181	982	0	0
AT4G32450.1	1953	1754	261	14.2742
AT1G17960.2	1346	1147	74.6015	6.23916
AT1G17960.1	1596	1397	160.398	11.014
AT1G55930.1	2825	2626	43.0492	1.57258
AT1G55930.2	2398	2199	69.9508	3.05147
AT5G21150.1	3075	2876	0	0
AT2G32750.2	1697	1498	0	0
AT2G32750.1	1627	1428	2	0.134352
AT1G61400.1	3271	3072	60.6316	1.8933
AT1G61400.2	2511	2312	35.9075	1.48984
AT2G46580.1	975	776	30	3.70852
AT4G19030.1	1197	998	11	1.05731
AT4G19030.2	1348	1149	0	0
AT4G19030.3	1276	1077	0	0
AT1G03080.2	5954	5755	220.904	3.68213
AT1G03080.1	6005	5806	762.942	12.6054
AT1G03080.3	5860	5661	1138.15	19.2863
AT4G36190.1	1910	1711	276.283	15.4898
AT5G20400.1	1357	1158	82.3199	6.81927
AT1G56660.2	1818	1619	31286.9	1853.77
AT1G56660.1	2326	2127	10920.1	492.495
AT5G58670.1	2164	1965	1256	61.3152
AT5G03545.1	936	737	405	52.7144
AT2G47680.1	3520	3321	2220	64.1247
AT2G44370.1	1171	972	2937	289.854
AT2G37190.1	951	752	143	18.2415
AT1G24130.1	1515	1316	10	0.728929
AT5G61040.1	2455	2256	48	2.041
AT5G40382.1	512	313	0	0
AT5G40382.2	482	283	0	0
AT3G51690.1	1453	1254	0	0
AT5G19210.3	1591	1392	12.5161	0.862524
AT5G19210.2	1774	1575	22.955	1.3981
AT5G19210.1	1647	1448	10.5289	0.697517
AT5G61350.1	2877	2678	4	0.143282
AT2G19720.1	730	531	12	2.16784
AT3G52000.1	1689	1490	0	0
AT4G33790.2	1956	1757	0	0
AT4G33790.1	1776	1577	0	0
AT3G02540.3	1706	1507	133.336	8.48744
AT3G02540.1	1810	1611	167.664	9.98355
AT3G02540.2	1500	1301	0	0
AT1G54960.2	2344	2145	99.2349	4.43791
AT1G54960.1	2510	2311	41.7651	1.73362
AT5G41401.1	165	8.64817	0	0
AT1G48350.1	897	698	32	4.3978
AT2G16500.1	2917	2718	307	10.835
AT1G80330.1	1068	869	4	0.441552
AT3G25840.2	3363	3164	1660.22	50.3349
AT3G25840.1	3414	3215	1604.78	47.8825
AT1G14440.2	1311	1112	0	0
AT1G14440.1	2076	1877	0	0
AT1G65620.2	1379	1180	0	0
AT1G65620.5	1036	837	1	0.114608
AT1G65620.3	1816	1617	0	0
AT1G65620.4	1402	1203	0	0
AT1G65620.1	2170	1971	0	0
AT5G25460.1	1599	1400	17	1.16483
AT5G15870.1	2582	2383	2947	118.631
AT4G28775.1	604	405	0	0
AT1G11620.1	1092	893	5	0.537106
AT1G69490.1	1252	1053	1902	173.27
AT1G78990.1	1631	1432	10	0.669882
AT1G29100.2	1000	801	127.111	15.2227
AT1G29100.1	603	404	43.8892	10.4212
AT1G52315.2	1085	886	41.3758	4.47975
AT1G52315.1	1399	1200	286.624	22.9125
AT3G52910.1	1582	1383	0	0
AT4G17085.1	536	337	42	11.9553
AT1G70100.6	2143	1944	44.3708	2.18949
AT1G70100.2	2186	1987	0	0
AT1G70100.1	2337	2138	13.0163	0.58401
AT1G70100.5	2208	2009	226.144	10.7981
AT1G70100.3	2236	2037	132.901	6.25861
AT1G70100.4	2056	1857	13.5682	0.700891
AT3G27999.1	640	441	0	0
AT5G56530.1	1989	1790	0	0
AT5G56530.2	1873	1674	3	0.171912
AT3G05690.2	1834	1635	23.2686	1.36519
AT3G05690.1	1633	1434	53.7314	3.59435
AT2G36305.1	1321	1122	122	10.4306
AT2G36305.2	1406	1207	0	0
AT5G28540.1	2836	2637	757.284	27.548
AT3G05170.1	1387	1188	155	12.5157
AT1G61480.1	2816	2617	30.006	1.09988
AT3G12660.1	768	569	0	0
AT1G35220.5	3401	3202	0.000103447	3.0991e-06
AT1G35220.2	4063	3864	7.44741	0.184888
AT1G35220.1	3632	3433	250.861	7.00972
AT1G35220.6	3373	3174	0.0012445	3.76121e-05
AT1G35220.3	3587	3388	1.76867e-05	5.00779e-07
AT1G35220.7	3235	3036	12.3338	0.389705
AT1G35220.4	3972	3773	83.3564	2.11931
AT5G25540.2	1079	880	80.6418	8.7906
AT5G25540.3	1120	921	9.4095	0.980051
AT5G25540.1	1014	815	224.949	26.4769
AT3G32380.1	192	14.0216	0	0
AT3G57780.3	2504	2305	0	0
AT3G57780.2	2474	2275	0	0
AT3G57780.1	2473	2274	0	0
AT3G57780.4	2313	2114	36	1.63357
AT3G57780.5	2528	2329	0	0
AT1G27510.1	2359	2160	386	17.1425
AT4G37060.2	1545	1346	0	0
AT4G37060.1	1676	1477	23.1563	1.50394
AT4G27960.2	1278	1079	467.049	41.5224
AT4G27960.1	1176	977	474.951	46.6333
AT3G22680.1	2778	2579	129	4.79822
AT1G65780.1	3198	2999	0	0
AT5G08535.1	805	606	58.1694	9.20795
AT5G08535.3	987	788	0	0
AT5G08535.2	786	587	100.678	16.4527
AT5G08535.4	905	706	26.1529	3.5535
AT2G21180.1	972	773	34	4.2193
AT2G04850.1	1572	1373	39	2.72481
AT5G38150.1	2100	1901	62	3.12861
AT5G05540.2	1804	1605	98.2153	5.8701
AT5G05540.1	1718	1519	169.785	10.7222
AT1G69010.1	1777	1578	269	16.3526
ATCG01080.1	531	332	29	8.37918
AT4G30330.1	722	523	49	8.98744
AT1G30870.1	1305	1106	28	2.42853
AT4G16200.1	867	668	1	0.143603
AT1G56710.1	1835	1636	0	0
AT4G34590.1	1370	1171	50	4.09595
AT4G24190.2	2707	2508	132.267	5.05901
AT4G24190.1	3029	2830	52.7329	1.78746
AT1G05800.1	1416	1217	108	8.51284
AT1G63350.4	2913	2714	4.6738e-07	1.65197e-08
AT1G63350.2	3123	2924	2.84399	0.0933021
AT1G63350.3	3120	2921	9.15601	0.300688
AT1G63350.1	2988	2789	0	0
AT1G34827.1	510	311	0	0
AT3G02280.3	2301	2102	0.0128415	0.000586035
AT3G02280.2	2399	2200	0	0
AT3G02280.1	2321	2122	402.987	18.2174
AT2G19060.1	1890	1691	0	0
AT5G20910.1	1277	1078	375	33.3698
AT2G19045.1	460	261	0	0
AT1G03055.2	1081	882	0	0
AT1G03055.1	973	774	0	0
AT1G01160.2	1129	930	31.08	3.20582
AT1G01160.1	1045	846	371.92	42.1716
AT1G47340.1	1726	1527	17.3906	1.09249
AT1G47340.3	1618	1419	0	0
AT1G47340.2	1663	1464	14.6094	0.957268
AT1G11170.7	1846	1647	0	0
AT1G11170.8	1577	1378	0	0
AT1G11170.3	1966	1767	0	0
AT1G11170.5	2254	2055	0	0
AT1G11170.9	1300	1101	0	0
AT1G11170.4	1937	1738	0	0
AT1G11170.6	1773	1574	0.00015996	9.74871e-06
AT1G11170.2	2190	1991	2.20714	0.106341
AT1G11170.1	1864	1665	31.7927	1.8317
AT4G00190.1	1425	1226	10	0.78244
AT3G19230.1	1887	1688	22	1.25023
AT1G62045.1	631	432	65	14.4335
AT3G15590.2	2333	2134	223.192	10.0329
AT3G15590.1	2192	1993	396.808	19.0992
AT5G50630.1	1839	1640	114	6.6681
AT1G35467.1	324	125	0	0
AT5G04310.2	2240	2041	12.0338	0.565588
AT5G04310.3	1852	1653	17.9662	1.04262
AT5G04310.1	2448	2249	0	0
