target_id	length	eff_length	est_counts	tpm
AT3G10330.1	1458	1259	1433	50.3001
AT1G58848.2	3852	3653	639.232	7.73315
AT1G58848.1	4062	3863	9461.44	108.238
AT2G16400.1	2224	2025	133	2.90252
AT5G57780.1	1064	865	2	0.102179
AT5G58190.2	1834	1635	41.1806	1.11307
AT5G58190.1	1931	1732	620.819	15.8404
AT4G28760.1	3318	3119	229.732	3.25502
AT4G28760.2	3397	3198	261.268	3.61041
AT1G23985.1	532	333	0	0
AT4G24890.1	2020	1821	35.3508	0.8579
AT2G43880.1	1522	1323	20.2732	0.677189
AT2G43880.2	1558	1359	11.7268	0.381338
AT1G22140.3	859	660	61.1654	4.09553
AT1G22140.1	667	468	97.8346	9.23836
AT1G22140.2	503	304	0	0
AT1G75210.1	2413	2214	391.537	7.81525
AT1G75210.3	2499	2300	249.783	4.79936
AT1G75210.2	2738	2539	111.68	1.94384
AT1G30330.2	3827	3628	24.7229	0.301149
AT1G30330.3	4063	3864	48.6787	0.556736
AT1G30330.1	3932	3733	158.598	1.87754
AT1G77200.1	1119	920	0	0
AT1G30360.1	2783	2584	22569	385.983
AT5G66030.4	2940	2741	108.382	1.74742
AT5G66030.2	2510	2311	242.578	4.63874
AT5G66030.3	2975	2776	31.7615	0.505627
AT5G66030.1	2937	2738	1133.28	18.2916
AT1G75280.1	1668	1469	22.1675	0.666874
AT5G23395.1	1101	902	218	10.6807
AT3G23810.1	1932	1733	126	3.21307
AT5G57720.1	1221	1022	1	0.0432411
AT5G49100.1	1932	1733	29	0.739516
AT3G49190.1	1727	1528	71	2.05345
AT1G18200.1	991	792	891	49.7165
AT3G44300.1	1535	1336	434.245	14.364
AT1G55680.1	1960	1761	2436	61.1316
AT3G26290.1	1622	1423	0	0
AT3G26290.2	2048	1849	0	0
AT1G34000.1	824	625	320	22.6265
AT1G04410.1	1613	1414	2018	63.0696
AT3G12080.1	2258	2059	440	9.44375
AT3G12080.2	2205	2006	3.6532e-08	8.04804e-10
AT2G19260.1	2514	2315	341.918	6.52709
AT2G19260.2	2648	2449	109.082	1.96839
AT5G46920.1	2602	2403	417	7.66885
AT4G32070.1	3102	2903	2463.67	37.5046
AT4G32070.2	2428	2229	1129.33	22.3902
AT5G30520.1	363	164	0	0
AT3G19490.1	2149	1950	625	14.1642
ATMG00960.1	612	413	2.80952	0.300629
AT2G02220.1	3605	3406	11034	143.165
AT2G14820.1	2254	2055	62.7368	1.34915
AT2G14820.2	2729	2530	53.2632	0.930367
AT3G04420.2	1054	855	70.7109	3.65484
AT3G04420.1	1395	1196	658.289	24.3239
AT5G05700.1	2271	2072	897.237	19.1366
AT5G05700.2	2363	2164	50.7634	1.03667
AT5G66740.1	1500	1301	0	0
AT3G18170.1	1321	1122	270.629	10.6593
AT3G18170.2	2162	1963	9.3365	0.21019
AT3G02470.3	1799	1600	16724.1	461.925
AT3G02470.1	1953	1754	2329.88	58.7019
AT3G02470.4	1834	1635	3665.8	99.0829
AT1G45243.1	792	593	0	0
AT1G21650.3	5532	5333	82.0181	0.679651
AT1G21650.1	3494	3295	98.6458	1.32304
AT1G21650.2	3263	3064	71.8412	1.03617
AT5G60810.2	575	376	0	0
AT5G60810.1	442	243	1	0.181862
AT3G18050.1	1624	1425	0	0
AT5G46440.1	520	321	2	0.275342
AT5G43860.1	1177	978	49.5779	2.24026
AT2G14945.1	399	200	0	0
AT2G28725.1	339	140	0	0
AT3G26616.1	426	227	0	0
AT1G28520.5	1934	1735	243.818	6.21032
AT1G28520.2	2566	2367	17.5774	0.328175
AT1G28520.1	2196	1997	365.762	8.09409
AT1G28520.4	2102	1903	18.8431	0.437584
AT1G28520.3	2118	1919	0	0
AT1G14048.1	306	107	1	0.413014
AT3G51370.3	1670	1471	655	19.6778
AT3G51370.1	2086	1887	543	12.7168
AT3G51370.2	1671	1472	0	0
AT3G63052.1	398	199	8	1.77658
AT3G29633.1	989	790	0	0
AT3G29633.2	944	745	4	0.237275
AT5G19600.1	2359	2160	0	0
AT3G11470.7	1237	1038	8.56841	0.364797
AT3G11470.4	1511	1312	1.87508	0.0631589
AT3G11470.5	1392	1193	16.3019	0.603874
AT3G11470.1	1424	1225	15.1083	0.545038
AT3G11470.3	1150	951	123.886	5.7569
AT3G11470.9	1063	864	0	0
AT3G11470.6	1310	1111	0.805802	0.0320525
AT3G11470.8	1126	927	0	0
AT3G11470.2	870	671	27.4548	1.80819
AT3G53990.2	977	778	78.0254	4.43205
AT3G53990.1	1016	817	5203.97	281.489
AT3G13210.1	2144	1945	413	9.3838
AT2G42130.1	885	686	17.0275	1.09692
AT2G42130.4	1438	1239	6.43428	0.229497
AT2G42130.2	1098	899	0.936432	0.0460325
AT2G42130.3	1179	980	17.9225	0.808201
AT2G42130.5	1482	1283	4.67934	0.161178
AT2G22941.1	434	235	0	0
AT4G26980.1	1377	1178	141	5.28959
AT3G24890.5	701	502	50.5507	4.45012
AT3G24890.3	1361	1162	23.0538	0.876769
AT3G24890.4	1014	815	15.286	0.828863
AT3G24890.1	886	687	7.10953	0.457333
AT3G24890.2	663	464	0	0
AT4G12500.1	966	767	0	0
AT3G61090.1	628	429	1	0.103013
AT1G05220.1	717	518	12	1.02376
AT2G23130.2	1145	946	1	0.0467151
AT2G23130.1	1034	835	0	0
AT3G24070.1	1710	1511	803	23.4855
AT5G39960.1	2346	2147	560	11.5267
AT1G63245.1	687	488	1881	170.34
AT4G30460.1	925	726	21	1.27829
AT1G66180.1	1719	1520	4127.48	120.002
AT2G16940.1	2187	1988	1194.84	26.5608
AT2G16940.4	2568	2369	1278.72	23.8539
AT2G16940.2	2278	2079	380.077	8.07914
AT2G16940.3	2245	2046	141.362	3.05334
AT2G16940.5	1591	1392	0	0
AT1G07790.1	853	654	1504	101.629
AT4G35165.1	761	562	0	0
AT2G21030.1	923	724	0	0
AT5G36940.1	2292	2093	645	13.6188
AT4G24470.2	1304	1105	244.192	9.76602
AT4G24470.3	1305	1106	45.242	1.80773
AT4G24470.1	1422	1223	210.566	7.60869
AT3G13610.1	1470	1271	1393	48.4344
AT2G22310.3	1407	1208	8.87822	0.324793
AT2G22310.1	1387	1188	86.5502	3.21958
AT2G22310.2	1246	1047	15.6161	0.659133
AT3G10120.1	820	621	0	0
AT2G32300.1	1046	847	46.5113	2.42674
AT2G32300.2	1084	885	31.4887	1.57239
AT1G07720.2	2098	1899	0	0
AT1G07720.1	1846	1647	15	0.402481
AT3G20580.1	2615	2416	3	0.0548747
AT1G16420.1	1491	1292	1	0.0342047
AT3G54680.1	1311	1112	276	10.9686
AT5G53040.1	771	572	2	0.154519
AT3G50960.1	1020	821	425.833	22.9216
AT3G50960.2	895	696	69.1669	4.39175
AT3G45190.1	2955	2756	1231.7	19.7502
AT3G45190.2	3185	2986	513.304	7.59684
AT2G02630.1	2056	1857	121.698	2.89615
AT3G44340.3	3998	3799	0	0
AT3G44340.2	3885	3686	0	0
AT3G44340.4	3899	3700	502.156	5.9977
AT3G44340.5	3888	3689	1.08697e-07	1.30214e-09
AT3G44340.1	3869	3670	852.844	10.2696
AT2G14000.1	1041	842	0	0
AT5G17950.1	363	164	0	0
ATMG00870.1	555	356	0	0
AT2G31082.1	512	313	0	0
AT1G72740.1	1340	1141	386.557	14.9719
AT1G72740.2	1322	1123	816.443	32.1288
AT5G05085.1	1273	1074	22.5113	0.926286
AT1G05060.1	1029	830	2607	138.807
AT5G50810.1	701	502	282	24.8252
AT5G52930.1	1563	1364	2	0.0647983
AT3G60570.2	844	645	0	0
AT3G60570.1	1134	935	0	0
AT3G60790.1	1467	1268	4	0.139408
AT2G42475.1	1193	994	8	0.355674
AT3G06540.1	2109	1910	953	22.05
AT1G55960.1	1915	1716	100.268	2.58222
AT1G55960.2	1648	1449	74.7318	2.27922
AT1G32060.1	1890	1691	58	1.51577
AT1G77700.2	1144	945	34	1.58999
AT1G77700.1	1230	1031	0	0
AT1G77700.3	998	799	0	0
AT1G75510.1	1189	990	1097	48.9688
AT3G43340.1	225	29.9375	0	0
AT1G54090.1	2429	2230	897	17.7761
AT4G28560.1	1353	1154	2	0.07659
AT1G26520.1	1668	1469	109.387	3.29074
AT3G27210.1	1220	1021	4708	203.779
AT4G21930.1	827	628	30.3534	2.13598
AT1G15240.1	4103	3904	144.214	1.63247
AT1G15240.5	2925	2726	4.13935	0.067105
AT1G15240.4	3963	3764	153.43	1.8014
AT1G15240.2	3559	3360	782.216	10.2881
AT1G15240.3	3494	3295	4.82149e-08	6.46657e-10
AT1G07980.1	1197	998	334.149	14.7964
AT1G07980.2	1319	1120	71.8513	2.83508
AT1G01740.3	2045	1846	77.972	1.86662
AT1G01740.5	1624	1425	0	0
AT1G01740.1	1648	1449	1.83944e-05	5.61003e-07
AT1G01740.2	1911	1712	57.0279	1.47208
AT1G01740.4	1644	1445	0	0
AT5G25350.1	2929	2730	2207.33	35.7317
AT2G03830.1	742	543	2	0.162771
AT3G16670.1	836	637	0	0
AT3G29050.2	858	659	0	0
AT3G29050.1	877	678	0	0
AT1G62914.1	1848	1649	118.815	3.18419
AT2G04622.1	246	47.5399	0	0
AT5G28000.1	700	501	5	0.441042
AT1G53090.2	3016	2817	26.5322	0.41623
AT1G53090.1	3047	2848	62.2766	0.966346
AT1G53090.3	2938	2739	0.0252685	0.000407694
AT1G53090.4	2782	2583	157.166	2.68895
AT1G53090.5	2253	2054	0	0
AT4G05180.1	1155	956	0	0
AT4G05180.2	1075	876	4	0.201792
AT3G19070.1	1041	842	1	0.0524851
AT3G52350.1	543	344	3	0.385399
ATMG00660.1	450	251	16	2.81705
AT3G53030.1	1998	1799	325	7.98363
AT2G01990.2	1145	946	0	0
AT2G01990.1	907	708	0	0
AT3G17380.1	1091	892	43	2.13035
AT2G36750.1	1689	1490	0	0
AT5G48460.1	2309	2110	2	0.0418886
AT3G23380.3	602	403	0	0
AT3G23380.2	802	603	0	0
AT3G23380.1	1277	1078	1	0.0409949
AT1G08540.1	2049	1850	235	5.61364
AT1G12460.1	3448	3249	26.8246	0.364864
AT1G12460.2	2930	2731	31.1754	0.504474
AT4G09770.1	1131	932	0	0
AT4G09770.3	1223	1024	0	0
AT4G09770.2	1109	910	15	0.728447
AT4G09770.5	874	675	0	0
AT4G09770.4	1148	949	0	0
AT5G23600.1	1234	1035	30.3063	1.29402
AT1G06250.1	1481	1282	130	4.48129
AT1G06250.2	1094	895	0	0
AT1G52827.1	575	376	0	0
AT4G02870.1	933	734	1	0.0602077
AT3G20810.5	1957	1758	38.4506	0.966569
AT3G20810.1	1702	1503	0	0
AT3G20810.3	1443	1244	126.365	4.48906
AT3G20810.2	1665	1466	0	0
AT3G20810.4	1799	1600	221.184	6.10917
AT1G47690.1	755	556	0	0
AT5G59270.1	2157	1958	0	0
AT5G59270.2	2360	2161	11	0.22495
AT5G59270.3	2230	2031	0	0
AT1G49590.2	1317	1118	883.902	34.939
AT1G49590.3	878	679	129.35	8.41871
AT1G49590.1	1267	1068	213.748	8.8446
AT5G27860.1	942	743	1529.21	90.9552
AT5G27860.2	727	528	702.219	58.7742
AT1G06280.1	643	444	1	0.0995326
AT1G78420.2	2012	1813	156.792	3.82186
AT1G78420.1	2117	1918	1543.21	35.5569
AT1G08465.1	1217	1018	0	0
AT5G48150.3	2117	1918	54.7341	1.26112
AT5G48150.2	2128	1929	421.053	9.64613
AT5G48150.4	2135	1936	15.8321	0.361394
AT5G48150.1	2048	1849	168.38	4.02442
AT5G15350.1	1007	808	849	46.4349
AT2G40720.1	2583	2384	52	0.963929
AT1G32970.1	2276	2077	6575	139.897
AT4G29770.2	1168	969	33.3842	1.52253
AT4G29770.1	1134	935	17.6158	0.832607
AT5G41850.1	927	728	24.0518	1.46004
AT4G29970.1	852	653	0	0
AT5G38900.2	870	671	257.104	16.933
AT5G38900.1	1072	873	2062.9	104.427
AT3G07440.2	1223	1024	21	0.906291
AT3G07440.1	1319	1120	35	1.38101
AT2G39010.2	2148	1949	0	0
AT2G39010.1	1509	1310	1	0.0337347
AT4G22110.3	1548	1349	0	0
AT4G22110.1	1410	1211	0	0
AT4G22110.2	1414	1215	5	0.181862
AT4G20810.1	1251	1052	2.00251	0.0841214
AT5G49250.1	603	404	0	0
AT5G55750.1	565	366	0	0
AT5G36410.1	357	158	0	0
AT5G27310.1	1113	914	0	0
AT3G27425.1	396	197	0	0
AT4G04955.2	1724	1525	250.338	7.25445
AT4G04955.1	1881	1682	610.662	16.0444
AT2G27380.1	2364	2165	0	0
AT4G20860.1	1846	1647	16456	441.549
AT3G47580.1	3360	3161	566.769	7.92372
AT1G28815.1	616	417	20	2.11954
AT4G09300.4	1063	864	0	0
AT4G09300.5	1030	831	2.96829	0.157853
AT4G09300.1	1131	932	30.9174	1.466
AT4G09300.3	1097	898	6.11429	0.300897
AT4G09300.2	1235	1036	0	0
AT3G23640.1	3407	3208	385.002	5.30367
AT3G23640.3	3729	3530	0	0
AT3G23640.2	3749	3550	151.998	1.89217
AT1G01260.3	2679	2480	280.212	4.99326
AT1G01260.2	2378	2179	1356.25	27.5062
AT1G01260.1	2709	2510	177.538	3.12583
AT5G28190.1	2520	2321	0	0
AT5G15570.1	1753	1554	698	19.8496
AT5G51105.1	545	346	0	0
AT4G34870.1	1110	911	880	42.6886
AT1G26815.1	432	233	0	0
AT3G54730.3	1084	885	0	0
AT3G54730.2	1107	908	0	0
AT3G54730.1	1384	1185	0	0
AT3G54730.4	897	698	0	0
AT2G33000.1	1802	1603	10	0.275686
AT2G33000.2	1916	1717	0	0
AT5G26840.1	264	65.044	0	0
AT4G35480.1	1064	865	4374	223.466
AT2G27535.1	590	391	0	0
AT4G31800.3	1383	1184	16576.3	618.705
AT4G31800.2	1217	1018	9067.65	393.636
AT4G31800.1	1740	1541	6328.06	181.475
AT1G16730.1	952	753	16	0.939016
AT2G24030.2	1766	1567	0	0
AT2G24030.1	1544	1345	5	0.164284
AT2G21890.1	1159	960	0	0
AT3G08870.2	2485	2286	0	0
AT3G08870.1	2227	2028	6	0.130747
AT3G53120.1	900	701	1316	82.9633
AT3G52930.1	2042	1843	5076	121.715
AT3G01085.2	2468	2269	0	0
AT3G01085.1	2186	1987	1	0.0222408
AT3G01085.3	2312	2113	0	0
AT5G06755.1	360	161	181	49.6822
AT2G34870.1	717	518	0	0
AT4G01516.1	96	4.14046	0	0
AT3G19780.4	3613	3414	234.395	3.03412
AT3G19780.2	3458	3259	138.891	1.88338
AT3G19780.1	3418	3219	114.757	1.57546
AT3G19780.3	3193	2994	157.841	2.32979
AT3G14330.1	2863	2664	44	0.729905
AT1G08700.1	1761	1562	235	6.64867
AT4G24620.2	2273	2074	173.237	3.6913
AT4G24620.1	2383	2184	714.763	14.463
AT1G66590.1	1041	842	14.6523	0.76903
AT1G66590.2	680	481	78.7755	7.23759
AT1G09550.1	1397	1198	1	0.0368885
AT5G36520.1	357	158	0	0
AT5G19690.2	3267	3068	0	0
AT5G19690.1	3110	2911	736	11.1734
AT5G45520.1	3683	3484	6.7578e-08	8.57186e-10
AT5G45520.2	3629	3430	12	0.154609
AT5G29210.1	480	281	0	0
AT1G16370.1	1815	1616	6458	176.606
AT3G43890.1	2316	2117	0	0
AT3G06740.1	998	799	41	2.2677
AT1G80730.1	1064	865	1	0.0510895
AT5G13600.1	1776	1577	0	0
AT5G16850.1	3630	3431	26.5969	0.342577
AT5G16850.2	3114	2915	3.4031	0.0515922
AT5G33300.1	1648	1449	135	4.11731
AT2G37370.1	2426	2227	32.8767	0.652404
AT2G37370.2	2301	2102	0	0
AT2G37370.3	2377	2178	14.1233	0.286566
AT2G37370.4	2365	2166	0	0
AT1G11420.1	2019	1820	18	0.437068
AT5G60230.2	1505	1306	8.22241	0.27823
AT5G60230.1	1234	1035	221.778	9.46946
AT4G06643.1	786	587	0	0
AT1G61210.2	4440	4241	335.236	3.49326
AT1G61210.3	4038	3839	1.11888e-05	1.28799e-07
AT1G61210.1	4188	3989	583.764	6.46727
AT4G24090.1	1194	995	29	1.28802
AT1G57980.1	1538	1339	39.0228	1.28791
AT3G17450.1	3242	3043	965.932	14.0279
AT3G17450.2	3241	3042	89.0682	1.29393
AT2G06908.1	414	215	0	0
AT3G03050.1	4290	4091	7554	81.601
AT4G27650.3	1789	1590	171.296	4.76099
AT4G27650.1	1620	1421	1340.24	41.681
AT4G27650.2	1645	1446	681.459	20.8267
AT2G15580.1	1291	1092	63.9533	2.58814
AT2G15580.2	1066	867	632.905	32.2602
AT2G15580.3	1662	1463	691.142	20.8771
AT5G15970.1	750	551	9362.95	750.947
AT4G38030.1	2137	1938	25	0.570078
AT4G10850.1	1214	1015	1	0.0435394
AT5G40870.1	1951	1752	396	9.98871
AT5G35110.1	885	686	15332	987.695
AT3G12587.1	594	395	23	2.57323
AT3G07170.2	724	525	12.3513	1.03969
AT3G07170.1	1088	889	1512.65	75.1942
AT3G04970.1	1441	1242	350.18	12.46
AT3G04970.2	1527	1328	34.497	1.14797
AT3G04970.3	1533	1334	16.3234	0.540759
AT1G15140.3	1342	1143	3.84585	0.148694
AT1G15140.2	1388	1189	5.54496	0.206094
AT1G15140.1	1322	1123	429.609	16.906
AT1G04810.1	3435	3236	1996	27.2584
AT4G27390.1	1105	906	184	8.97507
AT2G13430.1	543	344	0	0
AT1G67070.2	2053	1854	35.5473	0.847316
AT1G67070.3	1235	1036	11.1428	0.475316
AT1G67070.1	1768	1569	147.31	4.14913
AT1G53270.1	1830	1631	35	0.948336
AT2G01320.6	2724	2525	53.9604	0.944413
AT2G01320.4	2428	2229	0	0
AT2G01320.7	2630	2431	0	0
AT2G01320.1	2766	2567	10.6169	0.182776
AT2G01320.3	2684	2485	37.1294	0.660297
AT2G01320.5	2453	2254	9.29334	0.182207
AT2G01320.2	2693	2494	0	0
AT2G01320.8	2510	2311	0	0
AT2G07621.1	567	368	2	0.240176
AT5G42420.2	1218	1019	62.0764	2.69216
AT5G42420.1	1519	1320	442.924	14.8287
AT2G37610.1	506	307	2	0.287899
AT5G64401.1	162	8.26769	0	0
AT3G14470.2	3549	3350	709.425	9.35858
AT3G14470.1	3569	3370	1128.57	14.7996
AT1G04550.2	1355	1156	386	14.7563
AT1G04550.1	1391	1192	0	0
AT2G42350.1	1300	1101	3510	140.886
AT2G28710.1	677	478	119	11.0019
AT1G44940.2	261	62.0706	0	0
AT1G44940.1	246	47.5399	0	0
AT3G12240.1	1567	1368	4	0.129218
AT5G52900.1	1447	1248	8	0.283285
AT3G54260.1	1488	1289	45	1.54279
AT2G24740.1	2268	2069	1	0.0213593
AT1G47810.1	1056	857	0	0
AT2G17350.1	829	630	386	27.0766
AT1G27450.4	950	751	307.723	18.1079
AT1G27450.1	1299	1100	189.046	7.59493
AT1G27450.2	1457	1258	46.231	1.62405
AT1G27450.3	1292	1093	0	0
AT3G27360.1	833	634	174.962	12.1956
AT1G33055.1	1273	1074	58.0912	2.39031
AT4G10140.1	1050	851	561	29.1327
AT4G01700.1	966	767	11565	666.344
AT3G55810.1	1479	1280	3	0.103576
AT4G02120.5	1844	1645	160.842	4.32098
AT4G02120.4	2150	1951	11.8783	0.269057
AT4G02120.1	2041	1842	1636.75	39.2682
AT4G02120.3	2091	1892	50.8973	1.18884
AT4G02120.2	2107	1908	28.6321	0.663167
AT1G69400.2	1296	1097	33.4885	1.34908
AT1G69400.1	1319	1120	174.511	6.8858
AT4G23150.1	2236	2037	10.0072	0.217106
AT5G10860.1	1096	897	1999	98.4846
AT5G07680.2	1192	993	69.3756	3.08749
AT5G07680.1	1626	1427	75.6244	2.342
AT3G27480.1	2192	1993	3.51017	0.0778339
AT3G27480.2	1284	1085	0	0
AT1G51920.1	315	116	1913	728.795
AT4G40040.1	1079	880	23017.5	1155.91
AT4G40040.3	1289	1090	160.611	6.51173
AT4G40040.2	1025	826	1635.21	87.4868
AT2G43795.2	774	575	5	0.384282
AT2G43795.1	844	645	0	0
AT1G56000.1	1593	1394	238.434	7.55881
AT1G56000.2	1007	808	0	0
AT4G17860.1	1302	1103	0	0
AT5G08005.1	780	581	0	0
AT3G13130.1	848	649	1	0.0680931
AT3G19030.1	497	298	8684	1287.81
AT1G42540.2	3307	3108	74	1.0522
AT1G42540.4	3181	2982	152.415	2.25875
AT1G42540.3	3202	3003	25.9593	0.38202
AT1G42540.1	3161	2962	249.626	3.72437
AT5G65400.1	1039	840	37	1.94657
AT5G65400.2	1162	963	0	0
AT4G10040.1	815	616	1913	137.241
AT1G08100.1	1709	1510	0	0
AT3G46650.1	1425	1226	0	0
AT1G29465.1	618	419	85	8.96506
AT3G04720.1	1134	935	388	18.3387
AT1G75960.1	2000	1801	203	4.98116
AT2G33260.1	1499	1300	0.00365816	0.000124356
AT2G33260.2	1835	1636	23.9963	0.648201
AT1G63420.1	2098	1899	190	4.42157
AT1G63420.2	2281	2082	0	0
AT1G29470.2	2595	2396	636.839	11.746
AT1G29470.1	3030	2831	130.161	2.03184
AT5G53510.1	2226	2027	1	0.0218019
AT2G40070.3	3029	2830	114.531	1.78848
AT2G40070.1	2585	2386	302.708	5.60663
AT2G40070.2	2089	1890	249.761	5.83997
AT2G07674.1	812	613	0	0
AT2G07674.2	975	776	0	0
AT4G19645.4	1106	907	38.0588	1.85437
AT4G19645.5	1202	1003	29.9412	1.31922
AT4G19645.3	1117	918	0	0
AT4G19645.1	1563	1364	0	0
AT4G19645.2	1284	1085	0	0
AT4G12005.1	606	407	49.1334	5.33495
AT4G12005.2	649	450	38.658	3.79643
AT3G18900.3	2064	1865	0	0
AT3G18900.6	1602	1403	0	0
AT3G18900.4	2031	1832	0	0
AT3G18900.2	2105	1906	0	0
AT3G18900.1	2120	1921	0	0
AT3G18900.5	2016	1817	0	0
AT1G48310.3	1990	1791	30.6895	0.757256
AT1G48310.4	1716	1517	0	0
AT1G48310.2	2221	2022	34.9306	0.763437
AT1G48310.1	2405	2206	159.38	3.19283
AT5G22380.1	937	738	386	23.1142
AT1G32930.1	1698	1499	230	6.7807
AT4G04885.1	3252	3053	1004	14.533
AT3G23770.1	1793	1594	0	0
AT4G23520.1	1316	1117	0	0
AT4G36090.5	1996	1797	29.8322	0.733644
AT4G36090.2	2048	1849	0	0
AT4G36090.1	2040	1841	0	0
AT4G36090.4	2092	1893	0	0
AT4G36090.3	1944	1745	535.168	13.5532
AT2G40380.1	1142	943	1195	56.0021
AT1G63880.1	3500	3301	39	0.522116
AT1G63880.2	3326	3127	0	0
AT3G43540.1	1552	1353	199.566	6.51833
AT3G43540.2	1629	1430	9.43416	0.291551
AT1G04630.1	745	546	414	33.5086
AT4G30060.1	2214	2015	482.605	10.5844
AT4G30060.2	1755	1556	323.395	9.18484
AT1G27150.1	1818	1619	426	11.6282
AT3G43270.1	2232	2033	96	2.08681
AT2G46110.1	1452	1253	72	2.53939
AT5G26692.1	677	478	0	0
AT3G11170.1	2089	1890	3205.81	74.9591
AT2G46660.1	2029	1830	2	0.0482978
AT1G79110.2	1586	1387	0	0
AT1G79110.1	1369	1170	1.14286	0.0431673
AT1G79110.3	1551	1352	14.8571	0.485631
AT2G39720.2	2358	2159	161.035	3.29621
AT2G39720.1	1640	1441	240.965	7.3899
AT5G52000.1	1404	1205	101	3.7041
AT1G68490.1	2111	1912	695	16.0637
AT3G15578.1	183	11.741	0	0
AT4G24500.2	1345	1146	76.5853	2.95331
AT4G24500.1	1550	1351	0	0
AT4G24500.3	1464	1265	145.415	5.08002
AT1G06040.1	1393	1194	392	14.5087
AT1G06040.2	1309	1110	6.69167e-07	2.66415e-08
AT3G23190.1	1074	875	6	0.303034
AT1G18970.1	1115	916	4	0.19298
AT3G23130.1	1117	918	0	0
AT3G10340.1	2722	2523	599	10.492
AT5G58787.2	1318	1119	0	0
AT5G58787.1	1421	1222	403	14.5741
AT5G58787.3	1508	1309	0	0
AT5G52830.1	1582	1383	86	2.74805
AT5G11110.1	3629	3430	8647	111.409
AT1G72430.1	1205	1006	740	32.5074
AT4G31460.1	1274	1075	296	12.1683
AT1G03040.2	1440	1241	150.706	5.36671
AT1G03040.1	1573	1374	306.328	9.85254
AT1G03040.3	1639	1440	38.9654	1.19582
AT4G16970.1	3262	3063	427.148	6.16282
AT5G59190.1	2082	1883	49	1.14999
AT3G01690.1	1861	1662	55	1.46245
AT2G44195.1	804	605	56	4.09054
AT2G47844.1	361	162	0	0
AT1G28250.1	762	563	571	44.8204
AT5G49630.1	1946	1747	2379	60.1796
AT1G66630.1	1105	906	0	0
AT1G10530.1	998	799	15	0.829646
AT2G25830.1	1609	1410	141	4.41925
AT3G01460.1	7073	6874	1801	11.5785
AT3G44280.2	968	769	24.8702	1.42923
AT3G44280.1	874	675	199.13	13.0371
AT4G01280.2	1659	1460	1151.68	34.8598
AT4G01280.1	2243	2044	423.004	9.14558
AT5G38750.1	408	209	6	1.26868
AT3G58430.1	1519	1320	9	0.301312
AT3G58430.2	978	779	0	0
AT4G20590.1	771	572	0	0
AT2G39435.6	1651	1452	0	0
AT2G39435.5	1682	1483	0	0
AT2G39435.1	1794	1595	0	0
AT2G39435.3	1935	1736	0	0
AT2G39435.4	1641	1442	22.2208	0.680994
AT2G39435.2	1600	1401	15.7792	0.49773
AT5G56850.7	1677	1478	0	0
AT5G56850.3	2163	1964	0	0
AT5G56850.4	2058	1859	0	0
AT5G56850.1	1952	1753	0	0
AT5G56850.6	1699	1500	0	0
AT5G56850.5	1694	1495	0	0
AT5G56850.8	1363	1164	0	0
AT5G56850.2	2033	1834	0	0
AT1G24090.1	1542	1343	113	3.71835
AT1G09640.1	1950	1751	2779.64	70.1537
AT1G09640.2	1057	858	192.961	9.9387
AT5G54970.1	1144	945	60	2.80587
AT3G60220.1	1615	1416	88	2.74642
AT2G03240.1	3603	3404	14722	191.128
AT1G14080.1	1897	1698	66	1.71773
AT1G78760.1	1437	1238	26	0.928113
AT1G44542.1	1344	1145	9	0.347364
AT1G49350.1	1499	1300	195	6.62887
AT3G62220.2	1500	1301	12.4357	0.422416
AT3G62220.3	1553	1354	180.729	5.89872
AT3G62220.1	1449	1250	835.608	29.5421
AT1G47240.1	2030	1831	260	6.27528
AT3G48410.2	3502	3303	47.7894	0.639398
AT3G48410.1	3481	3282	68.2106	0.918462
AT2G04378.2	1174	975	32.3779	1.46755
AT2G04378.1	1545	1346	589.615	19.3585
AT3G28850.1	2046	1847	8284	198.208
AT5G46610.3	1982	1783	4	0.0991418
AT5G46610.1	2123	1924	0	0
AT5G46610.2	2051	1852	0	0
AT4G23070.1	1082	883	48	2.40231
AT2G31210.1	1693	1494	182	5.38355
AT5G60340.1	990	791	780	43.5779
AT1G28430.1	1905	1706	0	0
AT1G12190.1	1128	929	0	0
AT2G47880.1	675	476	0	0
AT2G07560.1	3486	3287	0	0
AT1G66610.2	1219	1020	23	0.996496
AT1G66610.1	1101	902	0	0
AT5G46930.1	739	540	0	0
AT2G28140.1	1201	1002	114	5.02788
AT3G17150.1	641	442	15	1.49974
AT1G16022.1	451	252	12.7856	2.24218
AT3G58290.1	849	650	2	0.135977
AT3G58290.3	795	596	0	0
AT3G58290.2	664	465	0	0
AT5G64380.1	1493	1294	12	0.409822
AT1G13370.1	696	497	78	6.93564
AT5G37480.1	954	755	774.593	45.3393
AT5G37480.2	939	740	20.4067	1.21868
AT2G07631.1	156	7.59116	0	0
AT1G21370.1	1712	1513	388	11.3329
AT1G21370.2	1533	1334	0	0
AT4G16070.3	2318	2119	177.115	3.69379
AT4G16070.1	2497	2298	146.034	2.80836
AT4G16070.2	2447	2248	49.8511	0.980001
AT1G21590.1	2975	2776	1501	23.8951
AT1G21590.2	2952	2753	0	0
AT4G14430.1	1416	1217	422	15.3239
AT3G62180.1	939	740	0	0
AT3G62180.2	1015	816	2	0.108315
AT4G37450.2	1334	1135	13.046	0.507959
AT4G37450.1	1160	961	36.954	1.69936
